0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
0
"Shut up, brain. I got friends now. I don't need you anymore."
Lisa Simpson
0
These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Lisa Simpson
